City,State Abbreviation,total_listings
Kirksville,MO,18
Kirkwood,MO,11
Kirkwood,NY,3
Kirtland,NM,3
Kirtland,OH,1
Kissee Mills,MO,1
Kittanning,PA,3
Kittery,ME,31
Kittery Point,ME,8
Kittredge,CO,1
Kitts Hill,OH,2
Kitty Hawk,NC,22
Klamath Falls,OR,91
Klawock,AK,2
Klickitat,WA,1
Kneeland,CA,3
Knightdale,NC,12
Knightstown,IN,1
Knob Noster,MO,1
Knotts Island,NC,1
Knox,IN,3
Knoxville,IA,3
Knoxville,MD,2
Knoxville,TN,443
Kodak,TN,6
Kodiak,AK,15
Kohler,WI,2
Kokomo,IN,25
Koloa,HI,8
Kootenai,ID,1
Kouts,IN,1
Kremmling,CO,3
Krum,TX,5
Kula,HI,26
Kuna,ID,16
Kunia,HI,2
Kunkletown,PA,7
Kure Beach,NC,25
Kurtistown,HI,16
Kuttawa,KY,1
Kutztown,PA,3
Kyburz,CA,1
Kyle,TX,45
La Canada Flintridge,CA,7
La Center,WA,3
La Conner,WA,11
La Crescent,MN,7
La Crescenta,CA,11
La Crosse,VA,3
La Crosse,WI,51
La Fargeville,NY,1
La Fayette,NY,1
La Feria,TX,2
La Follette,TN,6
La Grande,OR,11
La Grange,CA,2
La Grange,IL,5
La Grange,KY,6
La Grange,NC,4
La Grange,TX,1
La Grange Park,IL,1
La Habra,CA,19
La Honda,CA,1
La Jolla,CA,116
La Junta,CO,3
La Marque,TX,3
La Mesa,CA,177
La Palma,CA,4
La Pine,OR,11
La Place,LA,6
La Plata,MD,12
La Plata,NM,1
La Plume,PA,1
La Pointe,WI,1
La Porte,IN,16
La Porte,TX,6
La Porte City,IA,1
La Puente,CA,18
La Rue,OH,1
La Salle,CO,1
La Salle,IL,2
La Selva Beach,CA,3
La Vale,MD,10
La Vergne,TN,13
La Verkin,UT,1
La Vernia,TX,3
La Veta,CO,6
La Vista,NE,5
LaPlace,LA,5
Labelle,FL,3
Lac Du Flambeau,WI,2
Lacey,WA,58
Laceys Spring,AL,4
Laceyville,PA,1
Lackawanna,NY,2
Lackawaxen,PA,1
Lackland A F B,TX,2
Lacombe,LA,4
Laconia,NH,55
Ladera Ranch,CA,12
Ladson,SC,23
Lady Lake,FL,23
Ladys Island,SC,2
Ladysmith,WI,1
Lafayette,CA,18
Lafayette,CO,55
Lafayette,IN,63
Lafayette,LA,112
Lafayette,NJ,1
Lafayette,OR,2
Lafayette Hill,PA,1
Lago Vista,TX,29
Lagrange,GA,8
Lagrange,IN,1
Lagrangeville,NY,1
Laguna Hills,CA,18
Laguna Niguel,CA,50
Laguna Vista,TX,4
Laguna Woods,CA,2
Lagunitas,CA,4
Lahaina,HI,21
Lahmansville,WV,1
Laie,HI,3
Laingsburg,MI,2
Lake,MI,2
Lake Alfred,FL,6
Lake Almanor,CA,1
Lake Ann,MI,7
Lake Ariel,PA,8
Lake Arrowhead,CA,37
Lake Balboa,CA,22
Lake Bluff,IL,6
Lake Butler,FL,3
Lake Charles,LA,117
Lake City,CO,2
Lake City,FL,15
Lake City,MI,2
Lake City,MN,12
Lake Dallas,TX,6
Lake Elmo,MN,6
Lake Elmore,VT,6
Lake Elsinore,CA,42
Lake Forest,CA,40
Lake Forest,IL,2
Lake Forest Park,WA,41
Lake Geneva,WI,32
Lake George,CO,1
Lake George,MN,3
Lake George,NY,15
Lake Grove,NY,1
Lake Hamilton,FL,1
Lake Harmony,PA,5
Lake Havasu City,AZ,340
Lake Helen,FL,4
Lake Hill,NY,1
Lake Hopatcong,NJ,6
Lake Hughes,CA,4
Lake In The Hills,IL,5
Lake Isabella,CA,3
Lake Jackson,TX,4
Lake Junaluska,NC,12
Lake Leelanau,MI,4
Lake Lotawana,MO,2
Lake Lure,NC,14
Lake Luzerne,NY,19
Lake Mary,FL,19
Lake Mills,WI,5
Lake Milton,OH,2
Lake Montezuma,AZ,3
Lake Nebagamon,WI,1
Lake Norden,SD,1
Lake Orion,MI,7
Lake Oswego,OR,49
Lake Ozark,MO,49
Lake Panasoffkee,FL,2
Lake Park,FL,3
Lake Park,GA,4
Lake Park,MN,1
Lake Peekskill,NY,2
Lake Placid,FL,23
Lake Placid,NY,5
Lake Saint Louis,MO,6
Lake Station,IN,1
Lake Stevens,WA,61
Lake Suzy,FL,2
Lake Tapps,WA,22
Lake Tomahawk,WI,5
Lake Toxaway,NC,3
Lake View,IA,1
Lake View,NY,1
Lake Villa,IL,1
Lake Village,AR,2
Lake Waccamaw,NC,1
Lake Wales,FL,14
Lake Winola,PA,1
Lake Worth,FL,188
Lake Worth,TX,2
Lake Wylie,SC,3
Lake Zurich,IL,4
Lakebay,WA,3
Lakehead,CA,5
Lakehills,TX,2
Lakeland,FL,130
Lakeland,MN,2
Lakeland,TN,3
Lakeport,CA,53
Lakeside,AZ,38
Lakeside,CA,14
Lakeside,MT,19
Lakeside,OR,4
Lakeside Marblehead,OH,2
Lakeview,NC,1
Lakeview,OH,11
Lakeview,OR,13
Lakeville,CT,2
Lakeville,MA,10
Lakeville,MN,13
Lakeville,PA,2
Lakeway,TX,18
Lakewood,CA,72
Lakewood,CO,269
Lakewood,NY,1
Lakewood,OH,53
Lakewood,WA,73
Lamar,CO,6
Lamar,MO,3
Lamar,SC,1
Lamberton,MN,1
Lambertville,MI,3
Lambertville,NJ,3
Lamoine,ME,12
Lampasas,TX,2
Lampe,MO,1
Lamy,NM,3
Lanark Village,FL,2
Lancaster,CA,114
Lancaster,KY,4
Lancaster,MA,4
Lancaster,NH,3
Lancaster,NY,2
Lancaster,OH,13
Lancaster,PA,105
Lancaster,SC,11
Lancaster,TN,1
Lancaster,TX,21
Lancaster,VA,4
Land O Lakes,FL,26
Landenberg,PA,2
Lander,WY,57
Landers,CA,5
Landing,NJ,1
Landis,NC,1
Landisville,PA,2
Landover,MD,5
Landrum,SC,8
Lanesboro,MA,9
Lanesboro,MN,1
Lanesville,IN,2
Lanesville,NY,1
Lanexa,VA,1
Langdon,NH,1
Langhorne,PA,7
Langley,WA,6
Langlois,OR,1
Lanham,MD,32
Lanoka Harbor,NJ,1
Lansdale,PA,4
Lansdowne,PA,3
Lansing,IA,1
Lansing,IL,5
Lansing,KS,2
Lansing,MI,94
Lansing,NC,3
Lansing,NY,2
Lantana,FL,43
Lapeer,MI,1
Laporte,CO,4
Laramie,WY,19
Larchmont,NY,2
Laredo,TX,11
Largo,FL,134
Largo,MD,9
Larimore,ND,1
Larkspur,CA,5
Larkspur,CO,3
Larned,KS,9
Larsen,WI,2
Larue,TX,1
Las Colinas,TX,2
Las Cruces,NM,135
Las Vegas,NM,20
Lascassas,TN,3
Latham,NY,15
Lathrop,CA,48
Latonia,KY,4
Latrobe,PA,2
Lauderdale,MS,1
Lauderdale Lakes,FL,7
Lauderdale-By-The-Sea,FL,4
Lauderhill,FL,27
Laughlin,NV,9
Laupahoehoe,HI,4
Laurel,DE,9
Laurel,MD,61
Laurel,MS,5
Laurel,MT,5
Laurel,NY,1
Laurel Bloomery,TN,1
Laurel Fork,VA,1
Laurel Hill,FL,2
Laurelton,NY,11
Laurens,NY,2
Laurens,SC,2
Laurinburg,NC,3
Lava Hot Springs,ID,2
Lavallette,NJ,18
Laveen,AZ,40
Lavon,TX,2
Lavonia,GA,4
Lawai,HI,4
Lawndale,CA,30
Lawndale,NC,1
Lawrence,KS,45
Lawrence,MA,6
Lawrence,MI,1
Lawrence,NY,1
Lawrence Township,NJ,6
Lawrenceburg,IN,3
Lawrenceburg,KY,1
Lawrenceville,GA,178
Lawrenceville,VA,1
Lawson,MO,1
Lawton,IA,1
Lawton,OK,66
Layton,UT,40
Le Claire,IA,3
Le Mars,IA,2
Le Roy,MN,1
Le Roy,NY,1
Le Sueur,MN,2
Lead,SD,17
Leadville,CO,6
Leadwood,MO,1
Leander,TX,51
Leavenworth,KS,4
Leavenworth,WA,43
Leawood,KS,9
Lebanon,CT,4
Lebanon,IL,4
Lebanon,IN,16
Lebanon,KY,3
Lebanon,ME,4
Lebanon,MO,2
Lebanon,NH,85
Lebanon,NJ,1
Lebanon,OH,7
Lebanon,OR,25
Lebanon,PA,18
Lebanon,TN,31
Lebanon,VA,1
Lebanon Junction,KY,1
Lecanto,FL,2
Ledyard,CT,4
Lee,FL,6
Lee,MA,11
Lee,ME,1
Lee,NH,6
Lee Vining,CA,1
Leeds,AL,3
Leeds,ME,1
Leeds,NY,3
Lees Summit,MO,25
Leesburg,FL,32
Leesburg,GA,41
Leesburg,IN,5
Leesburg,VA,28
Leesville,LA,1
Leesville,SC,4
Leetonia,OH,1
Lehi,UT,59
Lehigh Acres,FL,55
Lehighton,PA,3
Leicester,MA,4
Leicester,NC,24
Leitchfield,KY,3
Leland,IL,1
Leland,MI,1
Leland,NC,31
Lemitar,NM,1
Lemon Cove,CA,1
Lemon Grove,CA,30
Lemont,IL,2
Lemont,PA,1
Lemoore,CA,8
Lemoyne,NE,2
Lemoyne,PA,6
Lena,IL,1
Lena,WI,1
Lenexa,KS,16
Lengby,MN,1
Lenoir,NC,15
Lenoir City,TN,11
Lenox,IA,1
Lenox,MA,11
Lenox Dale,MA,1
Leo,IN,2
Leominster,MA,17
Leonardo,NJ,1
Leonardtown,MD,7
Leonia,NJ,3
Lerona,WV,1
Leroy,MI,1
Leslie,GA,1
Levant,ME,2
Levering,MI,1
Levittown,NY,4
Lewes,DE,114
Lewis Center,OH,4
Lewisberry,PA,1
Lewisburg,KY,2
Lewisburg,PA,16
Lewisburg,TN,1
Lewisburg,WV,3
Lewiston,ID,50
Lewiston,ME,103
Lewiston,NY,5
Lewistown,IL,3
Lewistown,MT,12
Lewistown,PA,2
Lewisville,NC,13
Lewisville,TX,49
Lexington,GA,1
Lexington,IN,1
Lexington,MA,8
Lexington,MI,1
Lexington,NC,26
Lexington,NE,1
Lexington,NY,1
Lexington,SC,43
Lexington,TN,1
Lexington,VA,6
Lexington Park,MD,2
Leyden,MA,1
Libby,MT,7
Liberal,KS,11
Liberty,KY,2
Liberty,MO,9
Liberty,MS,1
Liberty,NC,1
Liberty,NY,1
Liberty,SC,6
Liberty,TX,1
Liberty Hill,TX,6
Liberty Lake,WA,15
Liberty Township,OH,4
Libertyville,IL,8
Lighthouse Point,FL,8
Ligonier,IN,1
Ligonier,PA,5
Lihue,HI,4
Lilburn,GA,34
Lillian,AL,2
Lillington,NC,9
Lima,OH,27
Limerick,ME,3
Limestone,TN,1
Limington,ME,1
Limon,CO,1
Lincoln,CA,34
Lincoln,DE,7
Lincoln,IL,7
Lincoln,MA,1
Lincoln,ME,4
Lincoln,NE,170
Lincoln,RI,8
Lincoln City,OR,68
Lincoln Park,MI,1
Lincoln Park,NJ,3
Lincolnshire,IL,2
Lincolnton,GA,1
Lincolnton,NC,11
Lincolnville,ME,20
Lincolnville Center,ME,1
Lindale,TX,5
Linden,MI,3
Linden,NC,1
Linden,NJ,16
Linden,VA,4
Lindenhurst,NY,7
Lindenwood,IL,1
Lindon,UT,5
Lindsay,CA,2
Lindsborg,KS,1
Lindside,WV,2
Lindstrom,MN,4
Linesville,PA,1
Lingle,WY,1
Linn Creek,MO,2
Linthicum Heights,MD,8
Linton,IN,2
Linville,NC,1
Linville,VA,1
Linwood,MI,2
Linwood,NJ,1
Lisbon,ME,5
Lisbon,NH,7
Lisbon Falls,ME,8
Lisle,IL,10
Lisle,NY,1
Litchfield,CT,6
Litchfield,IL,1
Litchfield,ME,6
Litchfield,MN,1
Litchfield Park,AZ,71
Lithia Springs,GA,13
Lithonia,GA,84
Lititz,PA,17
Little Chute,WI,3
Little Compton,RI,2
Little Deer Isle,ME,1
Little Egg Harbor,NJ,3
Little Elm,TX,26
Little Falls,NJ,5
Little Falls,NY,1
Little Hocking,OH,1
Little Lake,MI,2
Little Neck,NY,1
Little River,CA,7
Little River,SC,59
Little Rock,AR,290
Little Suamico,WI,1
Little Switzerland,NC,1
Little Valley,NY,1
Littlefield,AZ,1
Littlefield,TX,1
Littlerock,CA,2
Littlestown,PA,3
Littleton,CO,198
Littleton,MA,4
Littleton,NC,7
Littleton,NH,22
Live Oak,CA,5
Livermore,CA,62
Livermore,CO,1
Livermore,ME,3
Livermore Falls,ME,1
Liverpool,NY,13
Liverpool,PA,1
Livingston,CA,3
Livingston,KY,1
Livingston,LA,1
Livingston,MT,37
Livingston,NJ,4
Livingston,TN,2
Livingston,TX,9
Livingston,WI,1
Livingston Manor,NY,3
Livonia,MI,12
Livonia,NY,5
Lizella,GA,1
Llano,TX,3
Lloyd,FL,1
Lock Haven,PA,2
Lockeford,CA,3
Lockesburg,AR,1
Lockhart,TX,5
Lockport,IL,3
Lockport,LA,2
Locust,NC,1
Locust Grove,GA,18
Locust Grove,VA,3
Locust Hill,VA,1
Locust Valley,NY,2
Lodi,CA,93
Lodi,NJ,16
Lodi,NY,1
Lodi,WI,1
Logan,OH,3
Logan,UT,13
Logansport,IN,2
Loganville,GA,45
Loleta,CA,1
Lolo,MT,5
Loma,CO,4
Loma Linda,CA,46
Lombard,IL,7
Lomira,WI,1
Lomita,CA,14
Lompoc,CA,71
London,KY,12
London,OH,1
Londonderry,NH,6
Lone Pine,CA,3
Lone Tree,CO,23
Long Barn,CA,2
Long Beach,IN,1
Long Beach,MS,20
Long Beach,NY,28
Long Beach,WA,22
Long Branch,NJ,21
Long Eddy,NY,1
Long Island,NY,4
Long Island City,NY,8
Long Key,FL,1
Long Lake,MN,1
Long Pond,PA,5
Longboat Key,FL,16
Longbranch,WA,1
Longmeadow,MA,8
Longmont,CO,139
Longs,SC,15
Longview,TX,22
Longview,WA,34
Longwood,FL,28
Lookout Mountain,TN,1
Loomis,CA,26
Lopez Island,WA,2
Lorain,OH,8
Lorena,TX,10
Loris,SC,2
Lorton,VA,14
Los Alamitos,CA,7
Los Alamos,CA,5
Los Alamos,NM,4
Los Altos,CA,27
Los Altos Hills,CA,13
Los Banos,CA,5
Los Feliz,CA,18
Los Fresnos,TX,1
Los Gatos,CA,59
Los Lunas,NM,14
Los Olivos,CA,2
Los Osos,CA,34
Los Ranchos De Albuquerque,NM,6
Lostine,OR,1
Lothian,MD,6
Lottsburg,VA,1
Loudon,NH,8
Loudon,TN,5
Loudonville,OH,4
Louisa,KY,3
Louisa,VA,5
Louisburg,KS,1
Louisburg,NC,3
Louisville,CO,24
Louisville,OH,1
Louisville,TN,16
Loveland,CO,153
Loveland,OH,14
Lovell,ME,1
Lovell,WY,1
Lovelock,NV,1
Loves Park,IL,8
Lovettsville,VA,7
Lovingston,VA,1
Lovington,NM,2
Lowden,IA,1
Lowell,AR,6
Lowell,IN,1
Lowell,MA,41
Lowell,MI,2
Lowell,NC,4
Lowell,OH,1
Lowell,OR,1
Lower Lake,CA,4
Lower Waterford,VT,1
Lowville,NY,4
Loxahatchee,FL,16
Loxley,AL,2
Loyal,WI,1
Lubbock,TX,183
Lubec,ME,2
Lucas,KY,1
Lucas,OH,1
Lucas,TX,3
Lucedale,MS,1
Lucerne,CA,6
Lucerne Valley,CA,3
Ludington,MI,17
Ludlow,KY,13
Ludlow,MA,8
Ludlow,VT,12
Ludowici,GA,1
Lufkin,TX,11
Lugoff,SC,1
Luling,LA,1
Luling,TX,1
Lumberton,MS,2
Lumberton,NC,21
Lumberton,NJ,3
Lumberton,TX,2
Luna Pier,MI,1
Lunenburg,MA,7
Lupton City,TN,2
Luray,VA,7
Lusby,MD,14
Luther,OK,1
Luthersville,GA,1
Lutherville Timonium,MD,8
Luttrell,TN,2
Lutz,FL,36
Luverne,AL,4
Luverne,MN,3
Luxemburg,WI,1
Luzerne,PA,2
Lyerly,GA,1
Lyle,WA,1
Lyles,TN,1
Lyman,ME,17
Lyman,SC,4
Lyme,NH,14
Lynbrook,NY,4
Lynchburg,VA,291
Lyndeborough,NH,1
Lynden,WA,13
Lyndhurst,NJ,7
Lyndhurst,OH,2
Lyndhurst,VA,1
Lyndon,VT,1
Lyndon Station,WI,1
Lyndonville,VT,10
Lynn,MA,51
Lynn Haven,FL,8
Lynnwood,WA,70
Lynwood,CA,11
Lynwood,IL,2
Lynxville,WI,2
Lyons,CO,14
Lyons,GA,3
Lyons,IL,4
Lyons,NY,2
Lyons,OR,1
Lyons,WI,1
Mabank,TX,5
Mabelvale,AR,1
Mableton,GA,55
Mabscott,WV,2
Macedon,NY,1
Machesney Park,IL,7
Machias,ME,14
Machias,NY,1
Machiasport,ME,5
Machipongo,VA,1
Mack,CO,2
Mackinaw,IL,1
Macomb,IL,7
Macomb,MI,6
Macon,GA,167
Macon,IL,1
Macon,MO,2
Macon,NC,2
Macungie,PA,4
Macy,IN,1
Madawaska,ME,4
Madbury,NH,5
Madeira Beach,FL,47
Madera,CA,95
Madison,AL,50
Madison,CT,9
Madison,GA,2
Madison,IN,27
Madison,KS,1
Madison,ME,3
Madison,MS,4
Madison,NH,8
Madison,NJ,1
Madison,SD,3
Madison,TN,38
Madison,VA,9
Madison Heights,MI,8
Madison Heights,VA,8
Madison Lake,MN,4
Madisonville,KY,10
Madisonville,LA,4
Madisonville,TN,3
Madras,OR,14
Madrid,IA,2
Madrid,NM,4
Madrid,NY,4
Magalia,CA,1
Maggie Valley,NC,17
Magna,UT,6
Magnolia,DE,15
Magnolia,MS,1
Magnolia,NJ,1
Magnolia,TX,22
Magnolia Springs,AL,1
Mahomet,IL,2
Mahopac,NY,2
Maiden,NC,2
Maiden Rock,WI,1
Maidens,VA,3
Maineville,OH,8
Maitland,FL,8
Makaha,HI,17
Makanda,IL,8
Makawao,HI,25
Malabar,FL,1
Malaga,WA,6
Malakoff,TX,1
Malden,MA,55
Malden On Hudson,NY,1
Malin,OR,1
Malone,NY,6
Malone,WI,1
Malta,NY,7
Malvern,AR,2
Malvern,IA,2
Malvern,PA,4
Malverne,NY,1
Mamaroneck,NY,7
Mammoth Lakes,CA,23
Manahawkin,NJ,15
Manakin Sabot,VA,2
Manasquan,NJ,12
Manassas,VA,49
Mancelona,MI,3
Manchaca,TX,6
Manchester,CT,25
Manchester,MA,2
Manchester,ME,6
Manchester,NH,157
Manchester,NY,1
Manchester,PA,3
Manchester,TN,11
Manchester,VT,1
Manchester,WA,2
Manchester Center,VT,2
Mancos,CO,7
Mandan,ND,25
Manderson,WY,1
Mandeville,LA,28
Mango,FL,1
Mangum,OK,1
Manhattan,KS,10
Manhattan,MT,7
Manhattan,NY,101
Manheim,PA,7
Manistee,MI,33
Manistique,MI,3
Manitou Beach,MI,3
Manitou Springs,CO,19
Manitowish Waters,WI,3
Manitowoc,WI,15
Mankato,MN,17
Manlius,NY,8
Manly,IA,1
Mannford,OK,1
Manning,SC,5
Mannsville,NY,1
Manomet,MA,1
Manor,TX,22
Manorville,NY,5
Mansfield,MA,3
Mansfield,OH,32
Mansfield,PA,1
Mansfield,TX,22
Mansfield Center,CT,2
Manson,WA,12
Manteca,CA,106
Manteno,IL,9
Manteo,NC,8
Manton,MI,1
Mantua,NJ,1
Mantua,OH,1
Manvel,ND,1
Manvel,TX,14
Manville,NJ,4
Manville,RI,1
Manzanita,OR,6
Maple City,MI,1
Maple Falls,WA,3
Maple Grove,MN,18
Maple Heights,OH,11
Maple Lake,MN,5
Maple Shade,NJ,1
Maple Valley,WA,21
Mapleton,ME,3
Mapleton,OR,1
Mapleton,UT,2
Maplewood,MN,6
Maplewood,MO,4
Maplewood,NJ,15
Maquoketa,IA,3
Marana,AZ,8
Marathon,FL,21
Marathon,WI,2
Marble,NC,3
Marble Falls,AR,1
Marble Falls,TX,16
Marblehead,MA,39
Marbury,MD,2
Marcellus,MI,1
Marcellus,NY,1
Marco Island,FL,21
Marcola,OR,1
Marcus Hook,PA,2
Marcy,NY,4
Mardela Springs,MD,2
Margaretville,NY,3
Margate,FL,21
Margate City,NJ,9
Marianna,FL,8
Mariaville,ME,2
Maricopa,AZ,43
Marietta,GA,222
Marietta,NY,5
Marietta,OH,13
Marietta,PA,3
Marietta,SC,2
Marina,CA,38
Marina Del Rey,CA,54
Marine On Saint Croix,MN,1
Marinette,WI,2
Maringouin,LA,1
Marion,AR,1
Marion,IA,18
Marion,IL,18
Marion,IN,14
Marion,MA,9
Marion,MI,1
Marion,NC,10
Marion,NY,3
Marion,OH,13
Marion,SC,2
Marion,TX,1
Marion,VA,1
Mariposa,CA,22
Marissa,IL,1
Markesan,WI,2
Markham,IL,2
Marlboro,NJ,3
Marlboro,NY,1
Marlborough,CT,3
Marlborough,MA,16
Marlette,MI,1
Marlin,TX,1
Marlinton,WV,2
Marlow,NH,2
Marlton,NJ,8
Marquette,KS,1
Marquette,MI,70
Marrero,LA,28
Marriottsville,MD,1
Mars,PA,2
Mars Hill,NC,10
Marseilles,IL,1
Marshall,IL,1
Marshall,MI,16
Marshall,MN,4
Marshall,NC,9
Marshall,TX,3
Marshall,VA,3
Marshall,WI,2
Marshalltown,IA,4
Marshfield,MA,20
Marshfield,MO,2
Marshfield,VT,2
Marshfield,WI,66
Marshville,NC,1
Marsing,ID,2
Marstons Mills,MA,9
Mart,TX,1
Marthasville,MO,2
Martin,GA,1
Martin,KY,1
Martin,SD,1
Martin,TN,1
Martindale,TX,3
Martinez,CA,83
Martinez,GA,22
Martins Ferry,OH,2
Martinsburg,WV,60
Martinsville,IN,1
Martinsville,VA,14
Mary Esther,FL,25
Maryland,NY,5
Maryland Heights,MO,8
Maryland Line,MD,2
Marysville,CA,13
Marysville,IN,1
Marysville,OH,3
Marysville,PA,2
Marysville,WA,75
Maryville,MO,4
Maryville,TN,34
Mascoutah,IL,4
Mashpee,MA,65
Mason,MI,2
Mason,OH,17
Mason,TX,1
Mason City,IA,32
Maspeth,NY,1
Massapequa,NY,9
Massena,NY,12
Massillon,OH,6
Mastic,NY,1
Mastic Beach,NY,5
Matagorda,TX,1
Matawan,NJ,1
Mather,CA,1
Mathews,VA,3
Matlacha Isles,FL,2
Mattapan,MA,12
Mattapoisett,MA,10
Mattawa,WA,5
Mattawan,MI,1
Matteson,IL,8
Matthews,NC,39
Mattituck,NY,4
Mattoon,IL,3
Mauldin,SC,17
Maumee,OH,7
Maumelle,AR,3
Maunaloa,HI,3
Maupin,OR,1
Maurepas,LA,1
Mauston,WI,10
Maxton,NC,2
Maxwell,TX,4
Mayer,AZ,1
Mayesville,SC,1
Mayfield,KY,2
Mayfield,NY,2
Mayfield,OH,2
Mayfield Heights,OH,4
Mayflower,AR,1
Maynard,MA,4
Maynardville,TN,4
Mays Landing,NJ,2
Maysville,GA,2
Maysville,KY,8
Mayville,MI,1
Mayville,NY,4
Maywood,IL,5
Maywood,NJ,3
Mazomanie,WI,2
Mazon,IL,1
Mc Allister,MT,1
Mc Calla,AL,5
Mc Caysville,GA,1
Mc Cordsville,IN,2
Mc Cormick,SC,1
Mc Daniels,KY,1
Mc Farland,CA,1
Mc Farland,WI,5
Mc Gaheysville,VA,7
Mc Gregor,TX,3
Mc Henry,MD,1
Mc Indoe Falls,VT,1
Mc Kees Rocks,PA,3
Mc Knightstown,PA,1
Mc Leansville,NC,3
Mc Queeney,TX,2
Mc Rae,GA,1
McGaheysville,VA,1
McLean,VA,15
Mcalester,OK,6
Mcallen,TX,59
Mcarthur,CA,1
Mccall,ID,33
Mccammon,ID,1
Mccleary,WA,1
Mccloud,CA,7
Mccomb,MS,5
Mcdonough,GA,94
Mchenry,IL,10
Mcintosh,NM,1
Mckeesport,PA,4
Mckinleyville,CA,38
Mckinney,TX,94
Mcloud,OK,1
Mcmechen,WV,2
Mcminnville,OR,39
Mcminnville,TN,3
Mcpherson,KS,1
Mead,CO,7
Mead,OK,1
Mead,WA,3
Meadow Valley,CA,1
Meadow Vista,CA,4
Meadowbrook,WV,2
Meadows Of Dan,VA,2
Meadowview,VA,2
Meadview,AZ,1
Meadville,PA,8
Mebane,NC,19
Mechanic Falls,ME,1
Mechanicsburg,PA,38
Mechanicsville,MD,7
Mechanicsville,VA,41
Mechanicville,NY,3
Mecosta,MI,1
Medfield,MA,3
Medford,MA,50
Medford,NY,8
Medford,OR,286
Medford,WI,2
Media,PA,7
Medical Lake,WA,5
Medina,OH,5
Medina,TN,1
Medina,WA,1
Medon,TN,1
Medway,MA,1
Medway,ME,2
Medway,OH,1
Meeker,CO,2
Meeker,OK,1
Melba,ID,1
Melbourne,FL,138
Melbourne Beach,FL,32
Melcroft,PA,1
Melfa,VA,2
Melissa,TX,8
Melrose,FL,2
Melrose,MA,13
Melrose Park,IL,4
Melville,NY,4
Memphis,TN,485
Memphis,TX,1
Mena,AR,3
Menahga,MN,1
Menasha,WI,25
Mendocino,CA,15
Mendon,MA,2
Mendon,NY,1
Mendon,VT,2
Mendota,MN,1
Mendota Heights,MN,3
Menifee,CA,102
Menlo Park,CA,46
Menominee,MI,2
Menomonee Falls,WI,4
Menomonie,WI,5
Mentmore,NM,1
Mentone,CA,4
Mentone,IN,1
Mentor,OH,25
Mequon,WI,4
Meraux,LA,2
Merced,CA,123
Mercer,ME,2
Mercer,PA,2
Mercer Island,WA,17
Mercersburg,PA,3
Merchantville,NJ,4
Meredith,NH,9
Meriden,CT,26
Meriden,KS,1
Meriden,NH,4
Meridian,ID,127
Meridian,MS,4
Meridianville,AL,2
Merlin,OR,4
Merriam,KS,8
Merrick,NY,3
Merrifield,MN,5
Merrill,OR,1
Merrill,WI,2
Merrillville,IN,10
Merrimac,MA,4
Merrimac,WI,2
Merrimack,NH,16
Merritt Island,FL,37
Mesa,AZ,565
Mesa,CO,1
Mesilla,NM,2
Mesilla Park,NM,2
Mesopotamia,OH,1
Mesquite,NV,8
Mesquite,TX,37
Metairie,LA,122
Metaline Falls,WA,1
Metamora,IL,2
Methow,WA,1
Methuen,MA,13
Metropolis,IL,2
Metter,GA,1
Metuchen,NJ,3
Mexico,NY,1
Mexico Beach,FL,2
Meyersdale,PA,1
Mi Wuk Village,CA,4
Miami,AZ,3
Miami,TX,1
Miami Gardens,FL,39
Miami Lakes,FL,10
Miami Springs,FL,4
Miami shores,FL,4
Miamisburg,OH,10
Micanopy,FL,9
Micco,FL,3
Michie,TN,1
Michigamme,MI,1
Michigan Center,MI,2
Michigan City,IN,57
Mico,TX,2
Micro,NC,1
Mid Florida,FL,1
Middle Grove,NY,1
Middle Island,NY,2
Middle River,MD,17
Middle Village,NY,2
Middleboro,MA,13
Middleburg,FL,15
Middleburg,KY,1
Middleburg,PA,2
Middleburg,VA,1
Middleburg Heights,OH,3
Middlebury,CT,5
Middlebury,IN,2
Middlebury,VT,13
Middlefield,CT,5
Middlefield,OH,1
Middlesex,NJ,1
Middlesex,VT,2
Middleton,ID,7
Middleton,MA,3
Middleton,NH,3
Middleton,WI,17
Middletown,CA,5
Middletown,CT,24
Middletown,DE,9
Middletown,MD,2
Middletown,NJ,5
Middletown,NY,16
Middletown,OH,5
Middletown,PA,15
Middletown,VA,5
Middletown Springs,VT,1
Middleville,MI,1
Midland,GA,5
Midland,MI,17
Midland,NC,4
Midland,PA,1
Midland,TX,59
Midland City,AL,2
Midland Park,NJ,3
Midlothian,IL,2
Midlothian,TX,9
Midlothian,VA,50
Midvale,ID,1
Midvale,UT,30
Midway,GA,9
Midway,KY,8
Midway,UT,10
Midway City,CA,3
Midwest City,OK,25
Mifflin,PA,1
Mifflinburg,PA,1
Mifflintown,PA,4
Milan,IL,2
Milan,NH,2
Milan,NM,2
Milan,OH,1
Milan,TN,1
Milbank,SD,1
Milbridge,ME,7
Miles City,MT,12
Milesburg,PA,3
Milford,CT,110
Milford,DE,25
Milford,IA,2
Milford,IN,1
Milford,KS,1
Milford,MA,6
Milford,ME,1
Milford,MI,2
Milford,NH,9
Milford,NY,10
Milford,OH,6
Milford,PA,4
Mililani,HI,16
Mill City,OR,4
Mill Creek,IN,1
Mill Creek,WA,6
Mill Hall,PA,1
Mill Spring,NC,5
Millbrae,CA,19
Millbrook,AL,1
